name,company,street,postcode,city,country,capacity,energy_source,technology,chp,commissioned,type,lat,lon,eic_code,energy_source_level_1,energy_source_level_2,energy_source_level_3,additional_info,comment,source
Merezenbach,,,,"Münster, Moos ",CH,1.99,Hydro,Run-of-river,,1959,,46.4857148879,8.27735361119,,"Renewable energy",Hydro,,,,BFE
"Kraftwerk Niderbach",,,,"Wiler, Münster-Geschinen",CH,0.86,Hydro,Run-of-river,,2016,,,,,"Renewable energy",Hydro,,,,BFE
Blinne,,,,Reckingen,CH,2.13,Hydro,Run-of-river,,2012,,46.4652885047,8.25334304008,,"Renewable energy",Hydro,,,,BFE
"Kraftwerk Walibach",,,,Grafschaft,CH,3.64,Hydro,Run-of-river,,2013,,46.4521519549,8.21513948705,,"Renewable energy",Hydro,,,"- Hoheitsberechtigt über den genutzten Walibach ist einzig die Gemeinde Grafschaft. Es gibt im Kanton Wallis keinen;    Kantonsanteil an den Seitenzuflüssen der Rhone.; ",BFE
Rappental,,,,Rappental,CH,1.2,Hydro,Run-of-river,,2003,,46.3945542547,8.17817050918,,"Renewable energy",Hydro,,,,BFE
Neubrigg,,,,Neubrigg,CH,26,Hydro,Run-of-river,,2003,,46.3961814647,8.13424492723,,"Renewable energy",Hydro,,,,BFE
Fieschertal,,,,Fieschertal,CH,64,Hydro,Run-of-river,,1999,,46.4260956687,8.14113296389,,"Renewable energy",Hydro,,,,BFE
Fiesch,,,,Fiesch,CH,3.1,Hydro,Run-of-river,,2012,,46.39645212,8.13411837029,,"Renewable energy",Hydro,,,,BFE
Ernen,,,,Niederernen,CH,33,Hydro,Run-of-river,,1954,,46.3911687446,8.13015040964,,"Renewable energy",Hydro,,,,BFE
Saflisch,,,,"Heiligkreuz, Längtal",CH,1.25,Hydro,Run-of-river,,2005,,46.342857005,8.17357038389,,"Renewable energy",Hydro,,,,BFE
Heiligkreuz,,,,Heiligkreuz,CH,41,Hydro,Run-of-river,,1989,,46.347614362,8.17519358557,,"Renewable energy",Hydro,,,,BFE
Aletsch,,,,Mörel,CH,35.3,Hydro,Run-of-river,,1965,,46.3539748841,8.04276023491,,"Renewable energy",Hydro,,,"- Die Ausbauwassermenge von 7 m3/s wird aufgrund einer Teilungsregelung mit der Electra-Massa AG erst bei einem          ;   Massa-Dargebot von 16.25 m3/s erreicht       ;                           ; ",BFE
Mörel,,,,Mörel,CH,54.9,Hydro,Run-of-river,,1943,,46.3521806524,8.04183088725,,"Renewable energy",Hydro,,,,BFE
Massaboden,,,,Bitsch,CH,7.2,Hydro,Run-of-river,,1959,,46.3329975315,8.01135847344,,"Renewable energy",Hydro,,,"- Aufnahme des Normalbetriebs: Stromproduktion erst 1906 (Vorher Kompressoretrieb)        ;                                    ; ",BFE
Bitsch,,,,"Bitsch, Biel",CH,340,Hydro,Reservoir,,1980,,46.3336461722,8.0075990397,12W-0000000105-J,"Renewable energy",Hydro,,,,BFE
"Wässerwasserkraftwerk Mund",,,,"Mund, In de Fäldu (Gem.Naters)",CH,1.44,Hydro,Run-of-river,,2015,,46.3142389389,7.94572953313,,"Renewable energy",Hydro,,,,BFE
Bortel-Oberstufe,,,,Ried-Brig,CH,2.35,Hydro,"Pumped storage",,1990,,46.2934511663,8.08815887117,,"Renewable energy",Hydro,,,,BFE
"TWKW Nessel u. Mittubäch",,,,Ried-Brig,CH,0.55,Hydro,Run-of-river,,2015,,46.2892989196,8.02478361542,,"Renewable energy",Hydro,,,"- Beide Turbinen sind auf einer Wellle montiert für Gantergrund Nessel u. Mittubäch.; - TWKW Nessel ging im 2013 in Betrieb; - TWKW Mittubäch ging im 2015 in Betrieb;  ; ",BFE
Bortel-Mittelstufe,,,,Ried-Brig,CH,5.01,Hydro,Reservoir,,1990,,46.297742733,8.06082520919,,"Renewable energy",Hydro,,,,BFE
Ganterbach-Saltina,,,,Brig-Glis,CH,6.1,Hydro,Run-of-river,,1980,,46.3044267487,8.00417833469,,"Renewable energy",Hydro,,,,BFE
"Wässerwasserkraftwerk Mund",,,,"Badhalte, Brig-Glis",CH,1.44,Hydro,Run-of-river,,2015,,46.3142389389,7.94572953313,,"Renewable energy",Hydro,,,,BFE
Rosswald-Gärsterna,,,,Ried-Brig,CH,0.45,Hydro,Run-of-river,,1995,,46.3162383255,8.03403209364,,"Renewable energy",Hydro,,,"- Trinkwasserkraftwerk; ",BFE
Zermeiggern,,,,"Saas Almagell, Zermeiggern",CH,74,Hydro,"Pumped storage",,1966,,46.0823690569,7.95650543167,12W-0000000033-I,"Renewable energy",Hydro,,,,BFE
Zermeiggern,,,,"Saas Almagell, Zermeiggern",CH,0,Hydro,"Pumped storage",,1987,,46.0823690569,7.95650543167,12W-0000000033-I,"Renewable energy",Hydro,,,,BFE
Saas-Fee,,,,"Saas-Fee, Wichulti",CH,1.55,Hydro,Run-of-river,,1960,,46.1162811438,7.93690667216,12W-0000000033-I,"Renewable energy",Hydro,,,"- Die Zentrale Saas-Fee wird nur noch als Dotierzentrale für die Saaser Vispa eingesetzt   ;                                      ; ",BFE
Stalden,,,,Stalden,CH,185,Hydro,Reservoir,,1965,,46.2302203342,7.85719305844,12W-0000000033-I,"Renewable energy",Hydro,,,,BFE
"Mossjesee Kraftwerk",,,,"Mossjesee, Zermatt",CH,0.43,Hydro,Run-of-river,,2015,,46.0100902184,7.77882470311,,"Renewable energy",Hydro,,,,BFE
Mutt,,,,Zermatt,CH,11.3,Hydro,Run-of-river,,2002,,46.0114638208,7.73855316305,,"Renewable energy",Hydro,,,,BFE
Wiesti,,,,Zermatt,CH,3.4,Hydro,Run-of-river,,1990,,46.0243792554,7.75257026538,,"Renewable energy",Hydro,,,,BFE
Täschbach,,,,Täsch,CH,1.65,Hydro,Run-of-river,,1992,,46.0672050805,7.78111832736,,"Renewable energy",Hydro,,,,BFE
"KW Jungbach",,,,"St. Niklaus",CH,4.7,Hydro,Run-of-river,,2015,,46.1875857555,7.80376246261,,"Renewable energy",Hydro,,,,BFE
"KW Siwibach (Eisten, VS)",,,,"Eisten, VS",CH,1,Hydro,Run-of-river,,2014,,46.1797220622,7.91106743398,,"Renewable energy",Hydro,,,,BFE
"Törbel (Gappil)",,,,"Törbel, Gappil",CH,0.49,Hydro,Run-of-river,,2010,,46.2347493762,7.84867201981,,"Renewable energy",Hydro,,,"- Trinkwasserkraftwerk; ",BFE
Riedji,,,,"Stalden, Riedji",CH,0.59,Hydro,Run-of-river,,1929,,46.2393596552,7.89006330756,,"Renewable energy",Hydro,,,"- Im Sommer kann nur das Überschusswasser der Gamsa turbiniert werden; das Hauptdargebot dient der Bewässerung  ;   von Visperterminen; - Unternehmung: IG Gemeinden Brig-Glis, Visperterminen und Stalden; - Rechtsgrundlage:	Konzessionsverhandlungen im Gange                     ; ",BFE
"Ackersand 1",,,,"Stalden, Ackersand",CH,29.2,Hydro,Run-of-river,,1999,,46.239778934,7.87489823485,,"Renewable energy",Hydro,,,,BFE
"Ackersand 2",,,,"Stalden, Ackersand",CH,64.4,Hydro,Run-of-river,,1959,,46.240231203,7.87425362084,,"Renewable energy",Hydro,,,,BFE
Baltschieder,,,,Baltschieder,CH,0.33,Hydro,Run-of-river,,1994,,46.3075293023,7.87167668529,,"Renewable energy",Hydro,,,"- Trinkwasserkraftwerk; ",BFE
"Kalter Brunnen",,,,Tscherggen,CH,0.5,Hydro,Run-of-river,,2000,,46.3124055348,7.81615308604,,"Renewable energy",Hydro,,,"-Trinkwasserkraftwerk; ",BFE
Ginals,,,,Unterbäch,CH,1.3,Hydro,Run-of-river,,2010,,46.2659175633,7.78158838307,,"Renewable energy",Hydro,,,,BFE
"KWKW Bachtoli",,,,Eischoll,CH,0.98,Hydro,Run-of-river,,2014,,46.2926424983,7.77903138525,,"Renewable energy",Hydro,,,,BFE
Unterbäch,,,,Unterbäch,CH,0.85,Hydro,Run-of-river,,1995,,46.2857490893,7.79741347619,,"Renewable energy",Hydro,,,,BFE
Turtig,,,,Raron,CH,1.06,Hydro,Run-of-river,,2007,,46.3012328337,7.79388128295,,"Renewable energy",Hydro,,,,BFE
Chriz,,,,"Niedergesteln, Turtig",CH,0.55,Hydro,Run-of-river,,2011,,46.3017818766,7.79089962744,,"Renewable energy",Hydro,,,,BFE
Niedergesteln,,,,Niedergesteln,CH,0.33,Hydro,Run-of-river,,2008,,46.3142105265,7.78617657396,,"Renewable energy",Hydro,,,"- Trinkwasserkraftwerk; ",BFE
Niedergesteln,,,,Niedergesteln,CH,0.58,Hydro,Run-of-river,,2008,,46.3142105265,7.78617657396,,"Renewable energy",Hydro,,,"- Trinkwasserkraftwerk;  ; ",BFE
Fafleralp,,,,Blatten,CH,1.25,Hydro,Run-of-river,,2012,,46.4296977536,7.84571987097,,"Renewable energy",Hydro,,,,BFE
Blatten,,,,Blatten,CH,0.45,Hydro,Run-of-river,,1994,,46.4229430636,7.82212420241,,"Renewable energy",Hydro,,,"- Gesuch um Konzessionserneuerung ist beim Kanton Wallis; ",BFE
Wiler,,,,"Wiler (Lötschen)",CH,1.4,Hydro,Run-of-river,,2010,,46.4069461254,7.78950019889,,"Renewable energy",Hydro,,,,BFE
"KWKW Dornbach",,,,Ferden,CH,0.99,Hydro,Run-of-river,,2013,,46.3912093026,7.75702702489,,"Renewable energy",Hydro,,,,BFE
Lötschen,,,,Steg-Hohtenn,CH,122,Hydro,Run-of-river,,2008,,46.3197285465,7.74427490433,,"Renewable energy",Hydro,,,"- Nutzungsdauer:  Die Anlage ist auf eine hohe Leistung ausgelegt. Die Nutzungsdauer ist entsprechend kurz  (0 - 10 Tage im Jahr)  ;                    ;                                           ; ",BFE
"Oberems (Borterbach)",,,,Oberems,CH,0.75,Hydro,Run-of-river,,2009,,46.2480316908,7.70938258125,,"Renewable energy",Hydro,,,,BFE
Illsee,,,,Oberems,CH,8.2,Hydro,"Pumped storage",,1942,,46.2832519814,7.68879773306,,"Renewable energy",Hydro,,,"- Installierte Leistung der Pumpen sowie maximal mögliche Leistungsaufnahme der Motoren inklusive Druckerhöhungspumpe      ; - Pumpe Oberems wird nur als Zubringerpumpe eingesetzt; - Kote Maschinensaalboden bezieht sich auf die Höhe der Turbinenachse    ;                    ; ",BFE
Illsee,,,,"Oberems, Meretschialp",CH,0,Hydro,"Pumped storage",,1955,,46.2832519814,7.68879773306,,"Renewable energy",Hydro,,,,BFE
Turtmann,,,,"Turtmann, Müllacheren",CH,23.9,Hydro,Reservoir,,1954,,46.2954022598,7.68599836405,,"Renewable energy",Hydro,,,"- Kote Maschinensaalboden bezieht sich auf die Höhe der Turbinenachse; ",BFE
Dala,,,,"Dalaloch, Leuk-Stadt",CH,13,Hydro,Run-of-river,,2014,,46.3187294651,7.62378458261,,"Renewable energy",Hydro,,,,BFE
Chippis-Rhône,,,,Chippis,CH,47.84,Hydro,Run-of-river,,1998,,46.2819458712,7.54749996634,,"Renewable energy",Hydro,,,,BFE
Lona,,,,"Grimentz-Lona, Val de Moiry",CH,1.05,Hydro,Run-of-river,,1961,,46.1551994564,7.54582501443,,"Renewable energy",Hydro,,,,BFE
Mottec,,,,"Ayer, Mottec",CH,71,Hydro,"Pumped storage",,1958,,46.153036238,7.61998842797,,"Renewable energy",Hydro,,,"- Base pour les données relatives aux machines de la centrale:  ;   Débit max.turbiné:	Palier Moiry-Mottec    = 12.00 m3/s; Palier Turtmann-Mottec    =  6.00 m3/s    ;   Débit max.refoulé: Palier Moiry-Mottec    =   3.90 m3/s; Palier Turtmann-Mottec    =  6.40 m3/s                   	    ;   Puissance installée totale des pompes: Palier Mottec-Moiry    = 25.10 MW; Palier Turtmann-Mottec-Moiry   =  6.60 MW     ;   Puissance maximale absorbée par les moteurs:	Palier Mottec-Moiry	=  28.00 MW; Palier Turtmann-Mottec-Moiry   =  7.50 MW; - La centrale Mottec fait pompage-turbinage                   	    ;                           ;                      	      ;                      	     ;                     ",BFE
Vissoie,,,,"Ayer, Vissoie",CH,50,Hydro,Reservoir,,1958,,46.2099376546,7.58596983367,,"Renewable energy",Hydro,,,"- Les centrales de Vissoie et Vissoie ""groupe auxiliaire"" se trouvent dans le même bâtiment    ;                                ; ",BFE
"Vissoie ""groupe auxiliaire""",,,,"Ayer, Vissoie",CH,0.68,Hydro,Run-of-river,,1958,,46.2099376546,7.58596983367,,"Renewable energy",Hydro,,,"- Les centrales de Vissoie et Vissoie ""groupe auxiliaire"" se trouvent dans le même bâtiment; - La production de Vissoie ""groupe auxiliaire"" est y compris dans la production de la centrale Vissoie    ;                                  ; ",BFE
Navisence,,,,Chippis,CH,52,Hydro,Reservoir,,2014,,46.2813172873,7.54633103324,,"Renewable energy",Hydro,,,"- Un groupe de réserve d'une puissance de 24.30 MW est installé (total 76.30 MW);  ; ",BFE
Croix,,,,"Croix / Ayent",CH,66,Hydro,Reservoir,,1999,,46.3081744934,7.43410089912,,"Renewable energy",Hydro,,,,BFE
Chamarin,,,,"Chamarin / Ayent",CH,1.9,Hydro,Run-of-river,,1957,,46.3148311156,7.43176341997,,"Renewable energy",Hydro,,,,BFE
"Centrale de turb. lac d'Icogne",,,,Icogne,CH,2,Hydro,Run-of-river,,2012,,46.3059257158,7.43851437386,,"Renewable energy",Hydro,,,,BFE
St-Léonard,,,,"St-Léonard, Mangol",CH,36,Hydro,Reservoir,,1998,,46.260587705,7.44474052981,,"Renewable energy",Hydro,,,,BFE
Beulet,,,,"St. Léonard",CH,0.72,Hydro,Run-of-river,,1990,,46.2682325663,7.42100406459,,"Renewable energy",Hydro,,,,BFE
"Sauterot (Hérémence LYSA)",,,,"Hérémence, Sauterot",CH,5.1,Hydro,Run-of-river,,1977,,46.1699973881,7.40653607429,,"Renewable energy",Hydro,,,,BFE
"Sauterôt (Hérémence FMdB)",,,,Hérémence,CH,0.6,Hydro,Run-of-river,,2012,,46.1707174053,7.40783042964,,"Renewable energy",Hydro,,,,BFE
"La Dixence",,,,"Siviez, Cleuson",CH,0,Hydro,Reservoir,,1950,,46.1127290441,7.3218520553,,"Renewable energy",Hydro,,,,BFE
"La Zour",,,,Savièse,CH,0.46,Hydro,Run-of-river,,2004,,46.2744977933,7.35289555834,,"Renewable energy",Hydro,,,"- Turbinage de l'eau potable; ",BFE
"Arbaz I (Comba Energies)",,,,Arbaz,CH,0.59,Hydro,Run-of-river,,2010,,46.2682177813,7.37884786057,,"Renewable energy",Hydro,,,"- Turbinage de leau potable. Permission du 14.06.2010; ",BFE
"Arbaz II (Sionne Energie)",,,,Savièse,CH,0.58,Hydro,Run-of-river,,2015,,46.2464389011,7.36318337545,,"Renewable energy",Hydro,,,,BFE
Rochers,,,,Savièse,CH,0.33,Hydro,Run-of-river,,2001,,46.2633429435,7.35252424065,,"Renewable energy",Hydro,,,"-Turbinage de l'eau potable; ",BFE
"Reserv. de Péteille, Vétroz",,,,"Vétroz, Péteille",CH,0.73,Hydro,Run-of-river,,2015,,46.2269117894,7.27325930917,,"Renewable energy",Hydro,,,,BFE
Ardon,,,,Ardon,CH,52,Hydro,Run-of-river,,1996,,46.2167209401,7.25657347569,,"Renewable energy",Hydro,,,,BFE
Balavaud,,,,"Balavaud / Ardon",CH,0.48,Hydro,Run-of-river,,1971,,46.2209490674,7.2566888557,,"Renewable energy",Hydro,,,"- Turbinage des eaux potables des communes de Vétroz et Ardon   ; ",BFE
"Grande Dixence",,,,Stafel,CH,0,Hydro,Reservoir,,1961,,46.1829790765,7.25150652126,12W-0000000902-P,"Renewable energy",Hydro,,,"- Energie restituée:	Voir la centrale de Nendaz                ; ",BFE
"Grande Dixence",,,,Z'Mutt,CH,0,Hydro,Reservoir,,1965,,46.1829790765,7.25150652126,12W-0000000902-P,"Renewable energy",Hydro,,,"- Energie restituée: 	Voir la centrale de Nendaz                 ; ",BFE
"Grande Dixence",,,,Ferpècle,CH,0,Hydro,Reservoir,,1964,,46.1829790765,7.25150652126,12W-0000000902-P,"Renewable energy",Hydro,,,"- Energie restituée: 	Voir la centrale de Nendaz                 ; ",BFE
"Grande Dixence",,,,Arolla,CH,0,Hydro,Reservoir,,1963,,46.1829790765,7.25150652126,12W-0000000902-P,"Renewable energy",Hydro,,,"- Energie restituée: 	Voir la centrale de Nendaz                 ; ",BFE
Cleuson-Dixence,,,,Riddes,CH,1285,Hydro,Reservoir,,1999,,46.1829790765,7.25150652126,,"Renewable energy",Hydro,,,"- Production moyenne: 	 L'exploitation des 4 centrales Bieudron, Fionnay(Dixence), Nendaz et Chandoline alimentées par les eaux du lac; 			 des Dix a pour objectif d'obtenir le meilleur rendement possible;  ;                                                 ;                          ;                           ;                                             ;           ; ",BFE
"Grande Dixence",,,,Fionnay,CH,306,Hydro,Reservoir,,1957,,46.1829790765,7.25150652126,12W-0000000902-P,"Renewable energy",Hydro,,,"- Production moyenne: 	L'exploitation des 4 centrales Bieudron, Fionnay(Dixence), Nendaz et Chandoline alimentées par les eaux ;                             		du lac des Dix a pour objectif d'obtenir le meilleur rendement possible; - Cours d'eau utilisés:  	En plus 27 cours d'eau de glacier:; 			Vallée de Zermatt est et sud; 			Val d'Arolla sud et ouest; 			Val Ferpècle est;                          ;                           ;                                              ; ",BFE
"Grande Dixence",,,,Riddes,CH,392,Hydro,Reservoir,,1960,,46.1829790765,7.25150652126,12W-0000000902-P,"Renewable energy",Hydro,,,"- Production moyenne: 	L'exploitation des 4 centrales  Bieudron, Fionnay(Dixence), Nendaz et Chandoline alimentées par les eaux ;                            		du lac des Dix a pour objectif d'obtenir le meilleur rendement possible; - Cours d'eau utilisés:  	En plus 27 cours d'eau de glacier:; 			Vallée de Zermatt est et sud; 			Val d'Arolla sud et ouest; 			Val Ferpècle est;                          ;                           ;                                              ; ",BFE
"2ème Palier Isérables, Riddes",,,,Riddes,CH,0.65,Hydro,Run-of-river,,2016,,,,,"Renewable energy",Hydro,,,"- 2ème Palier Isérables - microcentrale du Pied du Mont; - Les eaux turbinées sont celles provet du trop-plein du réservoir du Arzay (eaux potables de la commune non utilisées); ",BFE
"1er Palier Isérables c. Arcay",,,,Isérables,CH,0.35,Hydro,Run-of-river,,2013,,46.1609354297,7.24886403999,,"Renewable energy",Hydro,,,,BFE
"Les Pontets, Com. de Riddes",,,,"Les Pontets, Riddes",CH,0.45,Hydro,Run-of-river,,2014,,46.1295458122,7.25182026579,,"Renewable energy",Hydro,,,,BFE
"Riddes (l'eau potable)",,,,"Riddes, Pied du Mont",CH,0.31,Hydro,Run-of-river,,2009,,46.1689050258,7.2283790358,,"Renewable energy",Hydro,,,,BFE
Chanrion,,,,"Fionnay, Mauvoisin",CH,30,Hydro,Run-of-river,,1964,,45.99977203,7.35062083304,12W-0000000034-F,"Renewable energy",Hydro,,,,BFE
"Fionnay (Mauvoisin)",,,,Fionnay,CH,140,Hydro,Reservoir,,1992,,46.0304047252,7.30795254991,12W-0000000034-F,"Renewable energy",Hydro,,,,BFE
Riddes,,,,"Riddes, Ecône",CH,258,Hydro,Reservoir,,1992,,46.1574432142,7.20926514067,12W-0000000034-F,"Renewable energy",Hydro,,,,BFE
"Turbinage Jora - Afforêts",,,,Leytron,CH,0.47,Hydro,Run-of-river,,2013,,46.1911570385,7.1997964841,,"Renewable energy",Hydro,,,"- Turbinage l'eau potable, permission du 16 septembre 2009; ",BFE
Fully,,,,"Lac-Devant, Sorniot",CH,0,Hydro,Reservoir,,1960,,46.1668831687,7.1002106836,,"Renewable energy",Hydro,,,,BFE
Champsec,,,,Champsec,CH,8.7,Hydro,Run-of-river,,1994,,46.0571253575,7.24806388388,12W-0000000034-F,"Renewable energy",Hydro,,,,BFE
"STEP Vallée Bagnes",,,,"Le Châble, Bagnes",CH,0.4,Hydro,Run-of-river,,2007,,46.0827671918,7.20311685212,,"Renewable energy",Hydro,,,"- Turbinage des eaux usées; ",BFE
Pas-du-Lein,,,,"Pas-du Lein",CH,0.47,Hydro,Run-of-river,,1998,,46.1141701715,7.16702258324,,"Renewable energy",Hydro,,,"- Turbinage de l'eau potable; ",BFE
Vollèges-Cries,,,,Vollèges,CH,0.9,Hydro,Run-of-river,,2009,,46.0935060212,7.17785746662,,"Renewable energy",Hydro,,,"- Turbinage d'eau d'irrigation; ",BFE
Hospitalet,,,,L'Hospitalet,CH,1.47,Hydro,Run-of-river,,1963,,45.8860019638,7.18722185045,,"Renewable energy",Hydro,,,,BFE
"La Delise, Bourg-Saint-Pierre",,,,"Bourg-St-Pierre, La Delise",CH,2,Hydro,Run-of-river,,2016,,,,,"Renewable energy",Hydro,,,,BFE
Pallazuit,,,,Liddes,CH,33.4,Hydro,Reservoir,,1958,,45.9810884929,7.18949243196,,"Renewable energy",Hydro,,,,BFE
"Niollet 1",,,,"Le Niollet, Champex",CH,0.32,Hydro,Run-of-river,,2004,,46.0219359255,7.12138441237,,"Renewable energy",Hydro,,,"- Centrale auxiliaire                                           ; ",BFE
"Niollet 2",,,,Orsières,CH,1.2,Hydro,Run-of-river,,1996,,46.0211838851,7.14243628028,,"Renewable energy",Hydro,,,"- Les centrales Orsières et Niollet 2 se trouvent dans le même bâtiment  ;                                                       ; ",BFE
Orsières,,,,Orsières,CH,26.4,Hydro,Run-of-river,,1958,,46.0210935902,7.14230764616,,"Renewable energy",Hydro,,,"- Les centrales Orsières et Niollet 2 se trouvent dans le même bâtiment  ;                                                         ; ",BFE
Orsières,,,,"Pt. de la Tsi / Liddes",CH,0,Hydro,Run-of-river,,1943,,46.0210935902,7.14230764616,,"Renewable energy",Hydro,,,,BFE
Sembrancher,,,,"Sembrancher, Les Moulins",CH,11,Hydro,Run-of-river,,1929,,46.079152002,7.15672724814,,"Renewable energy",Hydro,,,,BFE
Martigny-Bourg,,,,Martigny-Bourg,CH,22,Hydro,Run-of-river,,1945,,46.0883098661,7.05906976663,,"Renewable energy",Hydro,,,,BFE
Pont-Neuf,,,,Martigny-Combe,CH,0.93,Hydro,Run-of-river,,1981,,46.073184867,7.05542701654,,"Renewable energy",Hydro,,,"- Turbinage de l'eau potable     ; ",BFE
Trient,,,,"Le Châtelard",CH,1,Hydro,Run-of-river,,1995,,46.0583372445,6.96030038614,,"Renewable energy",Hydro,,,,BFE
Châtelard-Barberine,,,,"Le Châtelard",CH,112,Hydro,"Pumped storage",,1977,,46.0620181656,6.95858815009,,"Renewable energy",Hydro,,,"- Cote du plancher de la salle des machines de Châtelard-Barberine 2 = 1122.00       ; - Débit maximale turbiné: 	Châtelard-Barberine 1 =  8 m3/s                                           ;        			Châtelard-Barberine 2 = 12 m3/s; - Puissance maximale disponible aux bornes des alternateurs:                                 ;     			Châtelard-Barberine 1 = 46 MW;                           		Châtelard-Barberine 2 = 82 MW          ; - Pour la production moyenne escomptée aux bornes des alternateurs on suppose une exploitation normale de Châtelard-Barberine 1;   et Châtelard-Barberine 2; - La centrale Châtelard-Barberine 2 fait pompage-turbinage                                 ;            ",BFE
Emosson,,,,Vallorcine,CH,260.5,Hydro,Reservoir,,1978,,46.0508221655,6.94899701138,12W-0000000060-F,"Renewable energy",Hydro,,,"- Données relatives aux machines de la centrale Châtelard-Vallorcine, groupes 1 à 3 à axe vertical:     ;     Haute chute: 		Débit max.turbiné 		    	=   35.0 m3/s;     (Lac d'Emosson)      	Puissance inst.des turb.Pelton Gr.1-3	= 210.0 MW  ;                			Puissance max.disponible       Gr.1-3	= 210.0 MW  ;     Basse chute: 		Débit max.turbiné                    		=  15.0 m3/s;     (Bassin des Esserts)  	Puiss.inst.des turb.Francis axe Gr.1 	=  50.5 MW  ;                			Puissance max.disponible        Gr.1 	=  48.5 MW                    ; - Les équipements haute chute, basse chute et Centrale de pompage de Châtelard-Vallorcine se trouvent dans le même bâtiment et leur;   fonctionnement est étroitement lié;        ",BFE
Emosson,,,,"Salvan, Alpage de Barberine",CH,0,Hydro,Reservoir,,1978,,46.0508221655,6.94899701138,12W-0000000060-F,"Renewable energy",Hydro,,,,BFE
Emosson,,,,Vallorcine,CH,0,Hydro,Reservoir,,1978,,46.0508221655,6.94899701138,12W-0000000060-F,"Renewable energy",Hydro,,,"- Les équipements haute chute, basse chute et Centrale de pompage de Châtelard-Vallorcine se trouvent dans le même       ;   bâtiment et leur fonctionnement est étroitement lié        ;             ; ",BFE
"Vernayaz (CFF)",,,,Vernayaz,CH,92,Hydro,Reservoir,,1990,,46.1332077915,7.03598337007,,"Renewable energy",Hydro,,,,BFE
"Turbinage Salvan et Vernayaz",,,,Vernayaz,CH,0.46,Hydro,Run-of-river,,2013,,46.1338328331,7.0346848085,,"Renewable energy",Hydro,,,,BFE
Emosson,,,,Martigny,CH,170,Hydro,Reservoir,,1978,,46.0508221655,6.94899701138,12W-0000000060-F,"Renewable energy",Hydro,,,,BFE
"Vernayaz (Pissevache)",,,,Vernayaz,CH,1.7,Hydro,Run-of-river,,2016,,,,,"Renewable energy",Hydro,,,,BFE
Salanfe,,,,"Vernayaz, Miéville",CH,70,Hydro,Reservoir,,2012,,46.1464058483,7.02889676253,,"Renewable energy",Hydro,,,"- 435.73 m.s.m. (= cote des injecteurs); ",BFE
Salanfe,,,,"Giétroz du Fond",CH,0,Hydro,Reservoir,,1965,,46.1464058483,7.02889676253,,"Renewable energy",Hydro,,,,BFE
Salanfe,,,,Clusanfe,CH,0,Hydro,Reservoir,,1963,,46.1464058483,7.02889676253,,"Renewable energy",Hydro,,,,BFE
Aboyeu,,,,Collonges,CH,3.3,Hydro,Run-of-river,,1981,,46.1819570581,7.03393846048,,"Renewable energy",Hydro,,,,BFE
"La Rasse",,,,"Evionnaz, La Rasse",CH,0.72,Hydro,Run-of-river,,1998,,46.1813257215,7.0092074642,,"Renewable energy",Hydro,,,"- Turbinage de l'eau potable; ",BFE
Lavey,,,,Lavey,CH,90,Hydro,Run-of-river,,1990,,46.2144442208,7.01296270519,,"Renewable energy",Hydro,,,"- Bases juridiques: Année d'échéance des concessions VD = 2030; VS = 2030            ;                                            ; ",BFE
"La Peuffeyre",,,,"La Peuffeyre",CH,24,Hydro,Run-of-river,,2004,,46.2659833584,7.06171756484,,"Renewable energy",Hydro,,,,BFE
"Sublin 1",,,,Bex,CH,8,Hydro,Run-of-river,,1993,,46.2650997419,7.04019258223,,"Renewable energy",Hydro,,,"- Les centrales Sublin 1 et Sublin 2 se trouvent dans le même bâtiment  ;                                                        ; ",BFE
"Sublin 2",,,,Bex,CH,2.61,Hydro,Run-of-river,,2013,,46.2650997419,7.04019258223,,"Renewable energy",Hydro,,,"- Les centrales Sublin 1 et Sublin 2 se trouvent dans le même bâtiment  ; - Base juridique: Source privée; - Turbinage de l'eau potable                                                        ;                                  ; ",BFE
Bevieux,,,,"Le Bevieux",CH,1.9,Hydro,Run-of-river,,1943,,46.2603811856,7.02881412738,,"Renewable energy",Hydro,,,,BFE
"Champéry Etrivouez",,,,"Etrivouez, Grand Paradis",CH,0.97,Hydro,Run-of-river,,1990,,46.161762733,6.85918766723,,"Renewable energy",Hydro,,,"- Base juridique: Sources privées                               ; ",BFE
"Torrent de Soi",,,,"La Frassenaye, Val d'Jlliez",CH,0.92,Hydro,Run-of-river,,2005,,46.1860308699,6.89104970296,,"Renewable energy",Hydro,,,,BFE
"Monthey (Vièze)",,,,Monthey,CH,13.6,Hydro,Run-of-river,,1999,,46.2492602077,6.94720705322,,"Renewable energy",Hydro,,,"- La centrale de Monthey (Tine) est contigue à la centrale de Monthey (Vièze)    ;                                                  ; ",BFE
"Monthey (Tine)",,,,"Monthey, Les Nants",CH,9.8,Hydro,Run-of-river,,1994,,46.2492602077,6.94720705322,,"Renewable energy",Hydro,,,"- La centrale de Monthey (Tine) est contigue à la centrale de Monthey (Vièze)    ;                                                   ; ",BFE
"Monthey (Commune)",,,,Monthey,CH,0.4,Hydro,Run-of-river,,1992,,46.2496081279,6.94448084181,,"Renewable energy",Hydro,,,,BFE
